question,answer
"In the context of the C64, How do you handle renaming and deleting files with troublesome characters in their names, such as commas, Shifted Spaces, or non-printing characters, in a disk file system?","1581 disk: RENAMING AND SCRATCHING TROUBLESOME FILES

  Eventually,  you  may  run  across  a  file  which  has  an odd
filename,  such as a comma by itself (',') or one that includes a
Shifted Space (a Shifted Space looks same as a regular space, but
if  a  file  with a space in its name won't load properly and all
else is correct,  it's probably a Shifted Space).  Or perhaps you
will find one that includes non-printing characters. Any of these
can be troublesome.  Comma files,  for instance, are an exception
to  the  rule  that no two files can have the same name. Since it
shouldn't  be possible to make a file whose name is only a comma,
the disk never expects you to do it again.
  Files  with  a   Shifted  Space  in  their  name  can  also  be
troublesome,  because  the  disk  interprets the Shifted Space as
signaling  the end of the file name,  and prints whatever follows
after  the  quotation  mark  that  marks the end of a name in the
directory.  This  technique can be useful by allowing you to have
a  long file name,  and making the disk recognize a small part of
it  as  being  the same as the whole thing without using pattern-
matching characters.
  In any case,  if  you have a troublesome filename,  you can use
the  CHR$()  function  to  specify troublesome characters without
typing  them  directly.  This  may allow you to build them into a
RENAME  command.  If  this  fails,  you may also use the pattern-
matching characters in a SCRATCH command. This gives you a way to
specify the name without using the troublesome characters at all,
but also means loss of your file.
  For  example,  if  you  have  managed  to  create  a file named
''MOVIES',  with an extra quotation mark at the front of the file
name,  you can rename it to  'MOVIES' using the CHR$() equivalent
of a quotation mark in the RENAME command:

  PRINT#15,'R0:MOVIES='+CHR$(34)+'MOVIES'

The  CHR$(34)  forces  a  quotation  mark into the command string
without  upsetting  BASIC.  The  procedure  for  a file name that
includes a Shifted Space is similar, but uses CHR$(160).
  In cases  where even this doesn't work,  for  example,  if your
diskette contains a comma file,  (one named ',')  you can get rid
of it this way:

  PRINT#15,'S0:?'

  This example deletes all files with one-character names.

  Depending  on  the  exact  problem,  you  may  have  to be very
creative in choosing pattern-matching characters that will affect
only  the desired file,  and may have to rename other files first
to keep them from being scratched.
  In  some  cases,  it  may  be easier to copy desired files to a
different diskette and leave the troublesome files behind."
"In the context of the C64, What is the syntax and usage of the RENAME command in a diskette directory?","1581 disk:  RENAME

  The RENAME command allows you to alter the name of a program or
other file in the diskette directory. Since only the directory is
affected, RENAME works very quickly.

FORMAT FOR RENAME COMMAND:

  PRINT#15,'RENAME0:new name=old name'

or it may be abbreviated as:

  PRINT#15,'R0:new name=old name'

where  'new name' is the name you want the file to have, and 'old
name'  is  the name it has now.  'new name' may be any valid file
name,  up  to  16  characters  in length.  It is assumed you have
already opened file 15 to the command channel.
  One  caution  --  be  sure  the  file you are renaming has been
properly closed before you rename it.

EXAMPLES:

Just before saving a new copy of a 'calendar' program,  you might
type:

  PRINT#15,'R0:CALENDAR/BACKUP=CALENDAR'

Or to move a program called  'BOOT',  currently the first program
on a diskette to someplace else in the directory, you might type:

  PRINT#15,'R0:TEMP=BOOT'

followed by a COPY command (described later),  which turns 'TEMP'
into a new copy of  'BOOT',  and finishing with a SCRATCH command
to get rid of the original copy of 'BOOT'."
"In the context of the C64, What is the procedure for saving a new version of a file using the DSAVE command in BASIC 7.0?","1581 disk with basic 7,0:FORMAT FOR SAVE WITH REPLACE:

  DSAVE '@file name'[,Ddrive#][,Udevice#]

  The  actual  procedure  is  this  --  the  new version is saved
completely,  then  the old version is scratched and its directory
entry altered to point to the new version.  Because it works this
way,  there  is little danger a disaster such as having the power
going  off  midway through the process would destroy both the old
and new copies of the file. Nothing happens to the old copy until
after the new copy is saved properly."
"In the context of the C64, What is the purpose of the PRINT DS$ command and how can it be used in a program to handle disk errors?","1581 disk with basic 7,0: ERROR CHECKING

  When  the  drive  light  (red light) flashes,  you must use the
following command to find out what the error is:

  PRINT DS$

  A  message  is  displayed  whether there is an error or not. If
there  was an error,  this command clears it from disk memory and
turns off the error light on the disk drive.
  Once  the  message  is  on  the  screen,  you can look it up in
Appendix B to see what it means, and what to do about it.
  For those of you who are writing programs,  the  following is a
small error-checking subroutine you can include in your programs:

  59990 REM READ ERROR CHANNEL
  60000 IF DS>1 THEN PRINT DS$: STOP
  60010 RETURN

  The  subroutine  reads  the  error channel and puts the results
into  the  reserved  variables  DS  and  DS$.  They  are  updated
automatically by BASIC.
  Two error numbers are harmless -- 0 means everything is OK, and
1  tells  how  many  files  were  erased  by  a  SCRATCH  command
(described  later  in  this  chapter).  If  the  error  status is
anything else,  line 60000 prints the error message and halts the
program.
  Because  this  is  a  subroutine,  you access it with the BASIC
GOSUB  command,  either  in immediate mode or from a program. The
RETURN  statement  in line 60010 will jump back to immediate mode
or the next statement in your program, whichever is appropriate."
"In the context of the C64, What is the disk controller job command to turn on the activity LED?","1581 disk Controller Job commands: LEDACTON_DV   $94
     Turns on the activity LED."
"In the context of the C64, What is the function of the MOTOFF_DV command in a 1581 disk controller job?","1581 disk Controller Job commands: MOTOFF_DV
     $86     Turns the spindle motor off after the spin-
                      down sequence is complete."
"In the context of the C64, What is the function of the SEEKPHD_DV command in a 1581 disk controller job?","1581 disk Controller Job commands: SEEKPHD_DV
    $B8     Seeks   to   a  particular  logical  track,
                      sector. The track cache is not updated."
"In the context of the C64, What is the purpose of the $98 command in the 1581 disk controller job commands?","1581 disk Controller Job commands: ERRLEDON_DV
   $98     Enables error LED blinking."
"In the context of the C64, What is the function of the MOTOFFI_DV command in a 1581 disk controller job?","1581 disk Controller Job commands: MOTOFFI_DV
    $8A     Turns the spindle motor off immediately."
"In the context of the C64, What is the syntax and usage of the DVERIFY command in BASIC 7.0?","1581 disk with basic 7,0:FORMAT FOR THE DVERIFY COMMAND:

  DVERIFY 'file name'[,Ddrive#][,Udevice#]

  The  following  version of the command verifies a file that was
just saved:

  DVERIFY'*'

  This  command  won't  work  properly  after  SAVE-WITH-REPLACE,
because  the  last  file used was the one deleted,  and the drive
will try to compare the deleted file to the program in memory. No
harm will result, but 'VERIFY ERROR' will always be announced. To
use  DVERIFY after @SAVE,  include at least part of the file name
that is to be verified in the pattern."
"In the context of the C64, What is the syntax and usage of the DSAVE command in BASIC 7.0?","1581 disk with basic 7,0:FORMAT FOR THE SAVE COMMAND:

  DSAVE 'file name'[,Ddrive#][,Udevice#]

  This  command  will  not  work in copying programs that are not
written  in  BASIC.  To copy these machine-language programs, you
can use the BSAVE command or the built-in Monitor S command."
"In the context of the C64, What is the syntax and usage of the BSAVE command in Commodore 128?","1581 disk with basic 7,0:FORMAT FOR THE BSAVE COMMAND:

  BSAVE 'file name'[,Ddrive#][,Udevice#][,Bbank#]
                   [,Pstarting address][TO Pending address+1]

where  the  usual options are the same and bank# is one of the 16
banks of the C128.  The address to be saved are given in decimal.
Note  that  the ending address must be 1 location beyond the last
location to be saved.
  To access a built-in monitor, type MONITOR.  To exit a monitor,
type X alone on a line."
